no,category,img,url,name
52,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043510_P_SANDOPAN.jpg,サンドパン
53,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043350_P_NIDORAN.jpg,ニドラン♀
54,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043511_P_NIDORAN.jpg,ニドラン♀
55,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043351_P_NIDORINA.jpg,ニドリーナ
56,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043512_P_NIDORINA.jpg,ニドリーナ
57,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043352_P_NIDOKUIN.jpg,ニドクイン
58,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043513_P_NIDOKUIN.jpg,ニドクイン
59,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043353_P_NIDORAN.jpg,ニドラン♂
60,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043514_P_NIDORAN.jpg,ニドラン♂
61,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043354_P_NIDORINO.jpg,ニドリーノ
62,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043515_P_NIDORINO.jpg,ニドリーノ
63,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043355_P_NIDOKINGU.jpg,ニドキング
64,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043516_P_NIDOKINGU.jpg,ニドキング
65,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043356_P_PIPPI.jpg,ピッピ
66,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043517_P_PIPPI.jpg,ピッピ
67,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043357_P_PIKUSHI.jpg,ピクシー
68,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043518_P_PIKUSHI.jpg,ピクシー
69,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043358_P_ROKON.jpg,ロコン
70,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043519_P_ROKON.jpg,ロコン
71,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043359_P_KIXYUUKONEX.jpg,キュウコンex
72,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043360_P_PURIN.jpg,プリン
73,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043520_P_PURIN.jpg,プリン
74,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043361_P_PUKURINEX.jpg,プクリンex
75,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043362_P_ZUBATTO.jpg,ズバット
76,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043521_P_ZUBATTO.jpg,ズバット
77,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043363_P_GORUBATTO.jpg,ゴルバット
78,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043522_P_GORUBATTO.jpg,ゴルバット
79,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043364_P_NAZONOKUSA.jpg,ナゾノクサ
80,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043523_P_NAZONOKUSA.jpg,ナゾノクサ
81,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043365_P_KUSAIHANA.jpg,クサイハナ
82,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043524_P_KUSAIHANA.jpg,クサイハナ
83,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043366_P_RAFURESHIA.jpg,ラフレシア
84,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043525_P_RAFURESHIA.jpg,ラフレシア
85,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043367_P_PARASU.jpg,パラス
86,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043526_P_PARASU.jpg,パラス
87,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043368_P_PARASEKUTO.jpg,パラセクト
88,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043527_P_PARASEKUTO.jpg,パラセクト
89,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043369_P_KONPAN.jpg,コンパン
90,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043528_P_KONPAN.jpg,コンパン
91,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043370_P_MORUFUON.jpg,モルフォン
92,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043529_P_MORUFUON.jpg,モルフォン
93,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043371_P_DEIGUDA.jpg,ディグダ
94,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043530_P_DEIGUDA.jpg,ディグダ
95,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043372_P_DAGUTORIO.jpg,ダグトリオ
96,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043531_P_DAGUTORIO.jpg,ダグトリオ
97,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043373_P_NIXYASU.jpg,ニャース
98,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043532_P_NIXYASU.jpg,ニャース
99,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043374_P_PERUSHIAN.jpg,ペルシアン
100,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043533_P_PERUSHIAN.jpg,ペルシアン
101,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043375_P_KODAKKU.jpg,コダック
102,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043534_P_KODAKKU.jpg,コダック
103,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043376_P_GORUDAKKU.jpg,ゴルダック
104,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043535_P_GORUDAKKU.jpg,ゴルダック
105,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043377_P_MANKI.jpg,マンキー
106,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043536_P_MANKI.jpg,マンキー
107,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043378_P_OKORIZARU.jpg,オコリザル
108,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043537_P_OKORIZARU.jpg,オコリザル
109,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043379_P_GADEI.jpg,ガーディ
110,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043538_P_GADEI.jpg,ガーディ
111,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043380_P_UINDEI.jpg,ウインディ
112,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043539_P_UINDEI.jpg,ウインディ
113,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043381_P_NIXYOROMO.jpg,ニョロモ
114,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043540_P_NIXYOROMO.jpg,ニョロモ
115,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043382_P_NIXYOROZO.jpg,ニョロゾ
116,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043541_P_NIXYOROZO.jpg,ニョロゾ
117,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043383_P_NIXYOROBON.jpg,ニョロボン
118,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043542_P_NIXYOROBON.jpg,ニョロボン
119,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043384_P_KESHII.jpg,ケーシィ
120,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043543_P_KESHII.jpg,ケーシィ
121,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043385_P_YUNGERA.jpg,ユンゲラー
122,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043544_P_YUNGERA.jpg,ユンゲラー
123,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043386_P_FUDEINEX.jpg,フーディンex
124,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043387_P_WANRIKI.jpg,ワンリキー
125,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043545_P_WANRIKI.jpg,ワンリキー
126,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043388_P_GORIKI.jpg,ゴーリキー
127,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043546_P_GORIKI.jpg,ゴーリキー
128,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043389_P_KAIRIKI.jpg,カイリキー
129,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043547_P_KAIRIKI.jpg,カイリキー
130,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043390_P_MADATSUBOMI.jpg,マダツボミ
131,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043548_P_MADATSUBOMI.jpg,マダツボミ
132,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043391_P_UTSUDON.jpg,ウツドン
133,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043549_P_UTSUDON.jpg,ウツドン
134,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043392_P_UTSUBOTTO.jpg,ウツボット
135,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043550_P_UTSUBOTTO.jpg,ウツボット
136,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043393_P_MENOKURAGE.jpg,メノクラゲ
137,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043551_P_MENOKURAGE.jpg,メノクラゲ
138,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043394_P_DOKUKURAGE.jpg,ドククラゲ
139,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043552_P_DOKUKURAGE.jpg,ドククラゲ
140,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043395_P_ISHITSUBUTE.jpg,イシツブテ
141,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043553_P_ISHITSUBUTE.jpg,イシツブテ
142,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043396_P_GORON.jpg,ゴローン
143,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043554_P_GORON.jpg,ゴローン
144,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043397_P_GORONIXYAEX.jpg,ゴローニャex
145,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043398_P_PONITA.jpg,ポニータ
146,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043555_P_PONITA.jpg,ポニータ
147,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043399_P_GIXYAROPPU.jpg,ギャロップ
148,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043556_P_GIXYAROPPU.jpg,ギャロップ
149,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043400_P_YADON.jpg,ヤドン
150,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043557_P_YADON.jpg,ヤドン
151,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043401_P_YADORAN.jpg,ヤドラン
152,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043558_P_YADORAN.jpg,ヤドラン
153,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043402_P_KOIRU.jpg,コイル
154,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043559_P_KOIRU.jpg,コイル
155,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043403_P_REAKOIRU.jpg,レアコイル
156,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043560_P_REAKOIRU.jpg,レアコイル
157,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043404_P_KAMONEGI.jpg,カモネギ
158,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043561_P_KAMONEGI.jpg,カモネギ
159,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043405_P_DODO.jpg,ドードー
160,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043562_P_DODO.jpg,ドードー
161,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043406_P_DODORIO.jpg,ドードリオ
162,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043563_P_DODORIO.jpg,ドードリオ
163,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043407_P_PAUWAU.jpg,パウワウ
164,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043564_P_PAUWAU.jpg,パウワウ
165,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043408_P_JIXYUGON.jpg,ジュゴン
166,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043565_P_JIXYUGON.jpg,ジュゴン
167,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043409_P_BETOBETA.jpg,ベトベター
168,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043566_P_BETOBETA.jpg,ベトベター
169,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043410_P_BETOBETON.jpg,ベトベトン
170,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043567_P_BETOBETON.jpg,ベトベトン
171,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043411_P_SHIERUDA.jpg,シェルダー
172,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043568_P_SHIERUDA.jpg,シェルダー
173,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043412_P_PARUSHIEN.jpg,パルシェン
174,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043569_P_PARUSHIEN.jpg,パルシェン
175,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043413_P_GOSU.jpg,ゴース
176,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043570_P_GOSU.jpg,ゴース
177,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043414_P_GOSUTO.jpg,ゴースト
178,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043571_P_GOSUTO.jpg,ゴースト
179,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043415_P_GENGA.jpg,ゲンガー
180,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043572_P_GENGA.jpg,ゲンガー
181,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043416_P_IWAKU.jpg,イワーク
182,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043573_P_IWAKU.jpg,イワーク
183,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043417_P_SURIPU.jpg,スリープ
184,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043574_P_SURIPU.jpg,スリープ
185,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043418_P_SURIPA.jpg,スリーパー
186,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043575_P_SURIPA.jpg,スリーパー
187,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043419_P_KURABU.jpg,クラブ
188,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043576_P_KURABU.jpg,クラブ
189,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043420_P_KINGURA.jpg,キングラー
190,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043577_P_KINGURA.jpg,キングラー
191,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043421_P_BIRIRIDAMA.jpg,ビリリダマ
192,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043578_P_BIRIRIDAMA.jpg,ビリリダマ
193,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043422_P_MARUMAIN.jpg,マルマイン
194,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043579_P_MARUMAIN.jpg,マルマイン
195,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043423_P_TAMATAMA.jpg,タマタマ
196,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043580_P_TAMATAMA.jpg,タマタマ
197,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043424_P_NASSHI.jpg,ナッシー
198,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043581_P_NASSHI.jpg,ナッシー
199,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043425_P_KARAKARA.jpg,カラカラ
200,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043582_P_KARAKARA.jpg,カラカラ
201,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043426_P_GARAGARA.jpg,ガラガラ
202,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043583_P_GARAGARA.jpg,ガラガラ
203,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043427_P_SAWAMURA.jpg,サワムラー
204,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043584_P_SAWAMURA.jpg,サワムラー
205,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043428_P_EBIWARA.jpg,エビワラー
206,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043585_P_EBIWARA.jpg,エビワラー
207,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043429_P_BERORINGA.jpg,ベロリンガ
208,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043586_P_BERORINGA.jpg,ベロリンガ
209,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043430_P_DOGASU.jpg,ドガース
210,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043587_P_DOGASU.jpg,ドガース
211,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043431_P_MATADOGASU.jpg,マタドガス
212,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043588_P_MATADOGASU.jpg,マタドガス
213,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043432_P_SAIHON.jpg,サイホーン
214,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043589_P_SAIHON.jpg,サイホーン
215,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043433_P_SAIDON.jpg,サイドン
216,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043590_P_SAIDON.jpg,サイドン
217,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043434_P_RAKKI.jpg,ラッキー
218,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043591_P_RAKKI.jpg,ラッキー
219,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043435_P_MONJIXYARA.jpg,モンジャラ
220,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043592_P_MONJIXYARA.jpg,モンジャラ
221,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043436_P_GARURAEX.jpg,ガルーラex
222,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043437_P_TATTSU.jpg,タッツー
223,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043593_P_TATTSU.jpg,タッツー
224,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043438_P_SHIDORA.jpg,シードラ
225,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043594_P_SHIDORA.jpg,シードラ
226,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043439_P_TOSAKINTO.jpg,トサキント
227,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043595_P_TOSAKINTO.jpg,トサキント
228,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043440_P_AZUMAOU.jpg,アズマオウ
229,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043596_P_AZUMAOU.jpg,アズマオウ
230,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043441_P_HITODEMAN.jpg,ヒトデマン
231,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043597_P_HITODEMAN.jpg,ヒトデマン
232,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043442_P_SUTAMI.jpg,スターミー
233,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043598_P_SUTAMI.jpg,スターミー
234,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043443_P_BARIYADO.jpg,バリヤード
235,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043599_P_BARIYADO.jpg,バリヤード
236,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043444_P_SUTORAIKU.jpg,ストライク
237,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043600_P_SUTORAIKU.jpg,ストライク
238,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043445_P_RUJIXYURAEX.jpg,ルージュラex
239,882,,https://www.pokemon-card.com//assets/images/card_images/large/SV2a/043446_P_EREBU.jpg,エレブー
